id,bspl,detailname,resultname,resultname_old
507,PL,임차료-구축물,지급임차료,지급임차료
508,PL,임차료-기계장치,지급임차료,지급임차료
509,PL,임차료-차량운반구,지급임차료,지급임차료
510,PL,임차료-비품,지급임차료,지급임차료
511,PL,임차료-컴퓨터,지급임차료,지급임차료
512,PL,임차료-복사기,지급임차료,지급임차료
513,PL,임차료-전산장비,지급임차료,지급임차료
514,PL,임차료-소프트웨어,지급임차료,지급임차료
515,PL,임차료-창고,지급임차료,지급임차료
516,PL,임차료-가설재,지급임차료,지급임차료
517,PL,임차료-운용리스료,지급임차료,지급임차료
518,PL,임차료-운용리스보험료,지급임차료,지급임차료
519,PL,임차료-기지국(에스원Only),지급임차료,지급임차료
520,PL,임차료-기타,지급임차료,지급임차료
521,PL,감가상각비-건물,감가상각비,감가상각비
522,PL,감가상각비-구축물,감가상각비,감가상각비
523,PL,감가상각비-기계장치,감가상각비,감가상각비
524,PL,감가상각비-차량운반구,감가상각비,감가상각비
525,PL,감가상각비-공기구비품,감가상각비,감가상각비
526,PL,감가상각비-영업장비,감가상각비,감가상각비
527,PL,감가상각비-전산비품,감가상각비,감가상각비
528,PL,감가상각비-시험기자재,감가상각비,감가상각비
529,PL,감가상각비-직장보육시설,감가상각비,감가상각비
530,PL,감가상각비-금융리스자산,감가상각비,감가상각비
531,PL,감가상각비-금형,감가상각비,감가상각비
532,PL,감가상각비-사용권자산,감가상각비,감가상각비
533,PL,감가상각비-건물부속설비,감가상각비,감가상각비
534,PL,감가상각비-선박,감가상각비,감가상각비
535,PL,감가상각비-항공기,감가상각비,감가상각비
536,PL,감가상각비-공구기구,감가상각비,감가상각비
537,PL,감가상각비-비품가구,감가상각비,감가상각비
538,PL,감가상각비-동물,감가상각비,감가상각비
539,PL,감가상각비-식물,감가상각비,감가상각비
540,PL,감가상각비-임차자산개량권,감가상각비,감가상각비
541,PL,감가상각비-전산장비,감가상각비,감가상각비
542,PL,감가상각비-경보기기,감가상각비,감가상각비
543,PL,감가상각비-경보설비,감가상각비,감가상각비
544,PL,감가상각비-대수선,감가상각비,감가상각비
545,PL,감가상각비-기타유형자산,감가상각비,감가상각비
546,PL,감가상각비-투자부동산-건물,감가상각비,감가상각비
547,PL,감가상각비-금융리스-건물,감가상각비,감가상각비
548,PL,감가상각비-금융리스-건물부속설비,감가상각비,감가상각비
549,PL,감가상각비-금융리스-구축물,감가상각비,감가상각비
550,PL,감가상각비-금융리스-기계장치,감가상각비,감가상각비
551,PL,감가상각비-금융리스-금형,감가상각비,감가상각비
552,PL,감가상각비-금융리스-선박,감가상각비,감가상각비
553,PL,감가상각비-금융리스-항공기,감가상각비,감가상각비
554,PL,감가상각비-금융리스-차량운반구,감가상각비,감가상각비
555,PL,감가상각비-금융리스-공구기구,감가상각비,감가상각비
556,PL,감가상각비-금융리스-비품가구,감가상각비,감가상각비
557,PL,감가상각비-금융리스-전산장비,감가상각비,감가상각비
558,PL,감가상각비-금융리스-경보기기,감가상각비,감가상각비
559,PL,감가상각비-금융리스-경보설비,감가상각비,감가상각비
560,PL,감가상각비-금융리스-기타유형자산,감가상각비,감가상각비
561,PL,수선유지비-건물,판관비,수선비
562,PL,수선유지비-건물부속설비,판관비,수선비
563,PL,수선유지비-구축물,판관비,수선비
564,PL,수선유지비-기계장치-자재비,판관비,수선비
565,PL,수선유지비-기계장치-인건비,판관비,수선비
566,PL,수선유지비-기계장치-부대비,판관비,수선비
567,PL,수선유지비-기계장치-기타,판관비,수선비
568,PL,수선유지비-중장비-연료비,판관비,수선비
569,PL,수선유지비-중장비-사용료,판관비,수선비
570,PL,수선유지비-중장비-수리비,판관비,수선비
571,PL,수선유지비-중장비-시운전비,판관비,수선비
572,PL,수선유지비-중장비-기타,판관비,수선비
573,PL,수선유지비-금형,판관비,수선비
574,PL,수선유지비-선박-연료비,판관비,수선비
575,PL,수선유지비-선박-수리비,판관비,수선비
576,PL,수선유지비-선박-기타,판관비,수선비
577,PL,수선유지비-항공기-연료비,판관비,수선비
578,PL,수선유지비-항공기-시설료,판관비,수선비
579,PL,수선유지비-항공기-수리비,판관비,수선비
580,PL,수선유지비-항공기-운항비,판관비,수선비
581,PL,수선유지비-항공기-기타,판관비,수선비
582,PL,수선유지비-차량운반구-유류대,판관비,수선비
583,PL,수선유지비-차량운반구-검사비,판관비,수선비
584,PL,수선유지비-차량운반구-수리비,판관비,수선비
585,PL,수선유지비-차량운반구-주차료,판관비,수선비
586,PL,수선유지비-차량운반구-용역료,판관비,수선비
587,PL,수선유지비-차량운반구-기타,판관비,수선비
588,PL,수선유지비-공구기구비품,판관비,수선비
589,PL,수선유지비-전산장비,판관비,수선비
590,PL,수선유지비-경보기기,판관비,수선비
591,PL,수선유지비-경보설비,판관비,수선비
592,PL,수선유지비-기타유형자산,판관비,수선비
593,PL,수선유지비-포장재(코닝정밀소재Only),판관비,수선비
594,PL,수선유지비-기타,판관비,수선비
595,PL,보험료-화재보험,판관비,보험료
596,PL,보험료-동산종합보험,판관비,보험료
597,PL,보험료-자동차보험,판관비,보험료
598,PL,보험료-중장비안전보험,판관비,보험료
599,PL,보험료-선박보험료,판관비,보험료
600,PL,보험료-리스자산,판관비,보험료
601,PL,보험료-보증보험,판관비,보험료
602,PL,보험료-채권보험,판관비,보험료
603,PL,보험료-운송보험,판관비,보험료
604,PL,보험료-수출보험,판관비,보험료
605,PL,보험료-조립보험,판관비,보험료
606,PL,보험료-건설공사보험,판관비,보험료
607,PL,보험료-제조물배상책임보험,판관비,보험료
608,PL,보험료-임원배상책임보험,판관비,보험료
609,PL,보험료-영업배상책임보험,판관비,보험료
610,PL,보험료-패키지보험,판관비,보험료
611,PL,보험료-개인손해배상보험,판관비,보험료
612,PL,보험료-법인손해배상보험,판관비,보험료
613,PL,보험료-공사고용보험(에버랜드Only),판관비,보험료
614,PL,보험료-공사산재보험(에버랜드Only),판관비,보험료
615,PL,보험료-차량보험,판관비,보험료
616,PL,보험료-상해보험,판관비,보험료
617,PL,보험료-단기수출선적보험,판관비,보험료
618,PL,보험료-동산보험,판관비,보험료
619,PL,보험료-기타,판관비,보험료
620,PL,교제비-접대비,판관비,접대비
621,PL,교제비-경조금,판관비,접대비
622,PL,교제비-기타,판관비,접대비
623,PL,광고선전비-신문,판관비,광고선전비
624,PL,광고선전비-잡지,판관비,광고선전비
625,PL,광고선전비-TV/라디오/인터넷,판관비,광고선전비
626,PL,광고선전비-옥외광고물,판관비,광고선전비
627,PL,광고선전비-WIDE칼라,판관비,광고선전비
628,PL,광고선전비-CF/드라마 제작,판관비,광고선전비
629,PL,광고선전비-광고물,판관비,광고선전비
630,PL,광고선전비-행사협찬/홍보-자동,판관비,광고선전비
631,PL,광고선전비-세미나비용,판관비,광고선전비
632,PL,광고선전비-인쇄비,판관비,광고선전비
633,PL,광고선전비-모델료,판관비,광고선전비
634,PL,광고선전비-행사협찬/홍보,판관비,광고선전비
635,PL,광고선전비-공장견학,판관비,광고선전비
636,PL,광고선전비-온라인,판관비,광고선전비
637,PL,광고선전비-신제품,판관비,광고선전비
638,PL,광고선전비-기타,판관비,광고선전비
639,PL,광고선전비-제상품광고-신문,판관비,광고선전비
640,PL,광고선전비-제상품광고-TV,판관비,광고선전비
641,PL,광고선전비-제상품광고-라디오,판관비,광고선전비
642,PL,광고선전비-제상품광고-인터넷,판관비,광고선전비
643,PL,광고선전비-제상품광고-옥외광고,판관비,광고선전비
644,PL,광고선전비-제상품광고-잡지,판관비,광고선전비
645,PL,광고선전비-제상품광고-기타매체,판관비,광고선전비
646,PL,광고선전비-기업광고-신문,판관비,광고선전비
647,PL,광고선전비-기업광고-TV,판관비,광고선전비
648,PL,광고선전비-기업광고-라디오,판관비,광고선전비
649,PL,광고선전비-기업광고-인터넷,판관비,광고선전비
650,PL,광고선전비-기업광고-옥외광고,판관비,광고선전비
651,PL,광고선전비-기업광고-잡지,판관비,광고선전비
652,PL,광고선전비-기업광고-기타매체,판관비,광고선전비
653,PL,광고선전비-기타광고-신문,판관비,광고선전비
654,PL,광고선전비-기타광고-TV,판관비,광고선전비
655,PL,광고선전비-기타광고-라디오,판관비,광고선전비
656,PL,광고선전비-기타광고-인터넷,판관비,광고선전비
657,PL,광고선전비-기타광고-옥외광고,판관비,광고선전비
658,PL,광고선전비-기타광고-잡지,판관비,광고선전비
659,PL,광고선전비-기타광고-기타매체,판관비,광고선전비
660,PL,광고선전비-스폰서광고,판관비,광고선전비
661,PL,광고선전비-거래선광고,판관비,광고선전비
662,PL,광고선전비-전시회,판관비,광고선전비
663,PL,홍보및협찬비-영상물제작,판관비,광고선전비
664,PL,홍보및협찬비-인쇄물제작,판관비,광고선전비
665,PL,홍보및협찬비-문화행사,판관비,광고선전비
666,PL,홍보및협찬비-기타,판관비,광고선전비
667,PL,광고선전비-기업광고,판관비,광고선전비
668,PL,광고선전비-광고고지,판관비,광고선전비
669,PL,광고선전비-판촉물제작,판관비,광고선전비
670,PL,운반비-수송-공장<->센타,판관비,운반비
671,PL,운반비-배송,판관비,운반비
672,PL,운반비-파레트,판관비,운반비
673,PL,운반비-기자재운반-공장<->공장,판관비,운반비
674,PL,운반비-계근비,판관비,운반비
675,PL,운반비-하운비,판관비,운반비
676,PL,운반비-폐기물,판관비,운반비
677,PL,운반비-배송-영업,판관비,운반비
678,PL,운반비-배송-용차비,판관비,운반비
679,PL,운반비-수송-센터<->센터,판관비,운반비
680,PL,운반비-물류_주차/통행료,판관비,운반비
681,PL,운반비-기타,판관비,운반비
682,PL,물류비-운반비-사내운반비,판관비,운반비
683,PL,물류비-운반비-내륙운반비,판관비,운반비
684,PL,물류비-운반비-해상운반비,판관비,운반비
685,PL,물류비-운반비-항공운반비,판관비,운반비
686,PL,물류비-운반비-직접배달비,판관비,운반비
687,PL,물류비-운반비-순회배송비,판관비,운반비
688,PL,물류비-운반비-교환운반비,판관비,운반비
689,PL,물류비-운반비-기타,판관비,운반비
690,PL,물류비-운송부대비-체선료,판관비,운반비
691,PL,물류비-운송부대비-항만시설이용료,판관비,운반비
692,PL,물류비-운송부대비-용역료,판관비,운반비
693,PL,물류비-보관료-창고비,판관비,운반비
694,PL,물류비-보관료-용역비,판관비,운반비
695,PL,물류비-보관료-기타,판관비,운반비
696,PL,물류비-기타,판관비,운반비
697,PL,차량유지비-유류비,판관비,차량유지비
698,PL,차량유지비-수리부품대,판관비,차량유지비
699,PL,차량유지비-차량검사비,판관비,차량유지비
700,PL,차량유지비-자가운전유지비,판관비,차량유지비
701,PL,차량유지비-기타,판관비,차량유지비
702,PL,도서비-사보발행,판관비,도서비
703,PL,도서비-일반도서구입,판관비,도서비
704,PL,도서비-간행물구입,판관비,도서비
705,PL,도서비-기타도서구입,판관비,도서비
706,PL,인쇄비-복사,판관비,도서비
707,PL,인쇄비-티켓,판관비,도서비
708,PL,인쇄비-기타,판관비,도서비
709,PL,도서인쇄비-배부,판관비,도서비
710,PL,신문도서비,판관비,도서비
711,PL,행사비-기념행사,판관비,행사비
712,PL,행사비-사회봉사및공헌,판관비,행사비
713,PL,행사비-체육대회,판관비,행사비
714,PL,행사비-세미나,판관비,행사비
715,PL,행사비-영업행사,판관비,행사비
716,PL,행사비-기타,판관비,행사비
717,PL,회의비-조직활성화,판관비,회의비
718,PL,회의비-책임자,판관비,회의비
719,PL,회의비-기타,판관비,회의비
720,PL,지급수수료-일반,판관비,지급수수료
721,PL,지급수수료-송금/추심,판관비,지급수수료
722,PL,지급수수료-택배,판관비,지급수수료
723,PL,지급수수료-제증명발급,판관비,지급수수료
724,PL,지급수수료-관리비,판관비,지급수수료
725,PL,지급수수료-보증,판관비,지급수수료
726,PL,지급수수료-무역관련,판관비,지급수수료
727,PL,지급수수료-전산용역료,판관비,지급수수료
728,PL,지급수수료-전산회선이용료,판관비,지급수수료
729,PL,지급수수료-전산유지보수,판관비,지급수수료
730,PL,지급수수료-일반기기유지보수,판관비,지급수수료
731,PL,지급수수료-부동산중개,판관비,지급수수료
732,PL,지급수수료-마케팅용역,판관비,지급수수료
733,PL,지급수수료-로얄티,판관비,지급수수료
734,PL,지급수수료-검사측정,판관비,지급수수료
735,PL,지급수수료-고문/자문료,판관비,지급수수료
736,PL,지급수수료-송무비용,판관비,지급수수료
737,PL,지급수수료-일반대행용역료,판관비,지급수수료
738,PL,지급수수료-반품폐기처리,판관비,지급수수료
739,PL,지급수수료-냉동/냉장/보관료,판관비,지급수수료
740,PL,지급수수료-행랑사용료,판관비,지급수수료
741,PL,지급수수료-DHL,판관비,지급수수료
742,PL,지급수수료-경비/보안시스템,판관비,지급수수료
743,PL,지급수수료-통근버스,판관비,지급수수료
744,PL,지급수수료-금융,판관비,지급수수료
745,PL,지급수수료-외부연구용역료,판관비,지급수수료
746,PL,지급수수료-협력사품질관리비,판관비,지급수수료
747,PL,지급수수료-대리운전-영업,판관비,지급수수료
748,PL,지급수수료-CO=FI기능영역조정용,판관비,지급수수료
749,PL,지급수수료-판매,판관비,지급수수료
750,PL,지급수수료-중개,판관비,지급수수료
751,PL,지급수수료-설치도급,판관비,지급수수료
752,PL,지급수수료-상품권,판관비,지급수수료
753,PL,지급수수료-카드,판관비,지급수수료
754,PL,지급수수료-운송,판관비,지급수수료
755,PL,지급수수료-영업,판관비,지급수수료
756,PL,지급수수료-유기시설(에버랜드Only),판관비,지급수수료
757,PL,지급수수료-세탁물(에버랜드Only),판관비,지급수수료
758,PL,지급수수료-관광사(에버랜드Only),판관비,지급수수료
759,PL,지급수수료-수출입수수료-환가료,판관비,지급수수료
760,PL,지급수수료-수출입수수료-NEGO,판관비,지급수수료
761,PL,지급수수료-수출입수수료-통관,판관비,지급수수료
762,PL,지급수수료-수출입수수료-부대비,판관비,지급수수료
763,PL,지급수수료-금융수수료-보증,판관비,지급수수료
764,PL,지급수수료-금융수수료-Link이자(물산Only),판관비,지급수수료
765,PL,지급수수료-금융수수료-기타,판관비,지급수수료
766,PL,지급수수료-설계비,판관비,지급수수료
767,PL,지급수수료-컨설팅비,판관비,지급수수료
768,PL,지급수수료-검사용역,판관비,지급수수료
769,PL,지급수수료-공사및도급용역,판관비,지급수수료
770,PL,지급수수료-환경안전,판관비,지급수수료
771,PL,지급수수료-입찰수주,판관비,지급수수료
772,PL,지급수수료-담보설정비,판관비,지급수수료
773,PL,지급수수료-소송비용,판관비,지급수수료
774,PL,지급수수료-감정,판관비,지급수수료
775,PL,지급수수료-특허,판관비,지급수수료
776,PL,지급수수료-증명,판관비,지급수수료
777,PL,지급수수료-법률용역자문,판관비,지급수수료
778,PL,지급수수료-회계감사등,판관비,지급수수료
779,PL,지급수수료-방송외주제작,판관비,지급수수료
780,PL,지급수수료-Recruting,판관비,지급수수료
781,PL,지급수수료-경비용역비,판관비,지급수수료
782,PL,지급수수료-보안관리,판관비,지급수수료
783,PL,지급수수료-소각로용역,판관비,지급수수료
784,PL,지급수수료-청소용역,판관비,지급수수료
785,PL,지급수수료-복사기용역,판관비,지급수수료
786,PL,지급수수료-판매용역,판관비,지급수수료
787,PL,지급수수료-식당용역,판관비,지급수수료
788,PL,지급수수료-건물및공단관리,판관비,지급수수료
789,PL,지급수수료-정원관리,판관비,지급수수료
790,PL,지급수수료-개발용역,판관비,지급수수료
791,PL,지급수수료-사무용역,판관비,지급수수료
792,PL,지급수수료-기타,판관비,지급수수료
793,PL,기술사용료-정액기술료,판관비,지급수수료
794,PL,기술사용료-정율기술료,판관비,지급수수료
795,PL,기술사용료-정액특허료,판관비,지급수수료
796,PL,기술사용료-정율특허료,판관비,지급수수료
797,PL,기술사용료-상표사용료,판관비,지급수수료
798,PL,기술사용료-위탁용역비,판관비,지급수수료
799,PL,기술사용료-기술도입비,판관비,지급수수료
800,PL,기술사용료-기술자문비,판관비,지급수수료
801,PL,기술사용료-고문체제비,판관비,지급수수료
802,PL,기술사용료-국제공동사업권상각,판관비,지급수수료
803,PL,기술사용료-기타,판관비,지급수수료
804,PL,대손상각비-매출채권,대손상각비,대손상각비
805,PL,대손상각비-장기매출채권,대손상각비,대손상각비
806,PL,대손상각비-기타,대손상각비,대손상각비
807,PL,대손상각비-수출외상매출금,대손상각비,대손상각비
808,PL,대손상각비-받을어음,대손상각비,대손상각비
809,PL,무형자산상각비-영업권,무형자산상각비,무형자산상각비
810,PL,무형자산상각비-산업재산권,무형자산상각비,무형자산상각비
811,PL,무형자산상각비-광업권,무형자산상각비,무형자산상각비
812,PL,무형자산상각비-개발비,무형자산상각비,무형자산상각비
813,PL,무형자산상각비-시설이용권,무형자산상각비,무형자산상각비
814,PL,무형자산상각비-소프트웨어,무형자산상각비,무형자산상각비
815,PL,무형자산상각비-회원권,무형자산상각비,무형자산상각비
816,PL,무형자산상각비-기타무형자산,무형자산상각비,무형자산상각비
817,PL,임가공비-가공,판관비,임가공비
818,PL,임가공비-조립,판관비,임가공비
819,PL,임가공비-설치공사,판관비,임가공비
820,PL,임가공비-도장,판관비,임가공비
821,PL,임가공비-기타,판관비,임가공비
822,PL,서비스비-자재비,판관비,견본비
823,PL,서비스비-대행료,판관비,견본비
824,PL,서비스비-순회비용,판관비,견본비
825,PL,서비스비-무상제공,판관비,견본비
826,PL,서비스비-기타,판관비,견본비
827,PL,견본비-전시,판관비,견본비
828,PL,견본비-샘플제공,판관비,견본비
829,PL,견본비-무상제공,판관비,견본비
830,PL,견본비-규격취득,판관비,견본비
831,PL,견본비-견본검사,판관비,견본비
832,PL,견본비-기타,판관비,견본비
833,PL,판매수수료-판매수수료,판관비,판매수수료
834,PL,판매촉진비-제품 판촉물-자동,판관비,판매촉진비
835,PL,판매촉진비-상품 판촉물-자동,판관비,판매촉진비
836,PL,판매촉진비-외부 판촉물-자동,판관비,판매촉진비
837,PL,판매촉진비-제/상품-경품-자동,판관비,판매촉진비
838,PL,판매촉진비-외부-경품-자동,판관비,판매촉진비
839,PL,판매촉진비-소모품,판관비,판매촉진비
840,PL,판매촉진비-광고 인쇄물,판관비,판매촉진비
841,PL,판매촉진비-시식/시음대-자동,판관비,판매촉진비
842,PL,판매촉진비-적립포인트,판관비,판매촉진비
843,PL,판매촉진비-할인쿠폰,판관비,판매촉진비
844,PL,판매촉진비-판촉장비,판관비,판매촉진비
845,PL,판매촉진비-시식/시음대,판관비,판매촉진비
846,PL,판매촉진비-외부 판촉물,판관비,판매촉진비
847,PL,판매촉진비-외부-경품,판관비,판매촉진비
848,PL,판매촉진비-임직원판촉-자동,판관비,판매촉진비
849,PL,판매촉진비-시식/시음대_3만원이하,판관비,판매촉진비
850,PL,판매촉진비-시식/시음대_3만원초과,판관비,판매촉진비
851,PL,판매촉진비-기타,판관비,판매촉진비
852,PL,판매촉진비-세미나및전시회,판관비,판매촉진비
853,PL,판매촉진비-판촉행사비,판관비,판매촉진비
854,PL,판매촉진비-스폰서광고,판관비,판매촉진비
855,PL,판매촉진비-판촉사은품,판관비,판매촉진비
856,PL,판매촉진비-카달로그제작,판관비,판매촉진비
857,PL,판매촉진비-Free Gift,판관비,판매촉진비
858,PL,판매촉진비-외부영업인력수수료,판관비,판매촉진비
859,PL,판매장려금,판관비,판매촉진비
860,PL,검사비-재료및시약,판관비,시험검사비
861,PL,검사비-규칙준수및인증,판관비,시험검사비
862,PL,검사비-선급검사비(중공업Only),판관비,시험검사비
863,PL,검사비-기타,판관비,시험검사비
864,PL,시운전비,판관비,시험검사비
865,PL,조사비-시장조사,판관비,시험검사비
866,PL,조사비-자료조사,판관비,시험검사비
867,PL,조사비-품질조사,판관비,시험검사비
868,PL,조사비-규격인증,판관비,시험검사비
869,PL,조사비-연구위탁자문,판관비,시험검사비
870,PL,조사비-취재및출연료,판관비,시험검사비
871,PL,조사비-기타,판관비,시험검사비
872,PL,포장비-제품포장비,판관비,포장비
873,PL,포장비-포장재비(코닝정밀소재Only),판관비,포장비
874,PL,포장비-기타,판관비,포장비
875,PL,용역비-생산공정,판관비,용역비
876,PL,용역비-식당용역,판관비,용역비
877,PL,용역비-경비보안,판관비,용역비
878,PL,용역비-상하차,판관비,용역비
879,PL,용역비-포장용역,판관비,용역비
880,PL,용역비-청소/생산CIP용역,판관비,용역비
881,PL,용역비-생산제품및자재이적,판관비,용역비
882,PL,용역비-수선,판관비,용역비
883,PL,용역비-선물셋트/기획제품해체,판관비,용역비
884,PL,용역비-영업아웃소싱,판관비,용역비
885,PL,용역비-기타,판관비,용역비
886,PL,외주비,판관비,용역비
887,PL,외주비-공사,판관비,용역비
888,PL,외주비-용역,판관비,용역비
889,PL,외주비-선물환,판관비,용역비
890,PL,외주용역비,판관비,용역비
891,PL,제품보증충당부채전입,충당부채전입액,충당부채전입액
892,PL,공사손실충당부채전입,충당부채전입액,충당부채전입액
893,PL,하자보수충당부채전입,충당부채전입액,충당부채전입액
894,PL,복구충당부채전입,충당부채전입액,충당부채전입액
895,PL,우발손실충당부채전입,충당부채전입액,충당부채전입액
896,PL,경상개발비-주식보상비용,경상개발비,경상개발비
897,PL,경상개발비-특허료,경상개발비,경상개발비
898,PL,경상개발비-도서구입비,경상개발비,경상개발비
899,PL,경상개발비-시험연구비,경상개발비,경상개발비
900,PL,경상개발비-국내출장비,경상개발비,경상개발비
901,PL,경상개발비-해외출장비,경상개발비,경상개발비
902,PL,경상개발비-협회비,경상개발비,경상개발비
903,PL,경상개발비-식비,경상개발비,경상개발비
904,PL,경상개발비-운반비,경상개발비,경상개발비
905,PL,경상개발비-교육훈련비,경상개발비,경상개발비
906,PL,경상개발비-소모품비,경상개발비,경상개발비
907,PL,경상개발비-지급수수료,경상개발비,경상개발비
908,PL,경상개발비-직무교육(사내교육),경상개발비,경상개발비
909,PL,경상개발비-직무교육(사외위탁교육),경상개발비,경상개발비
910,PL,경상개발비-직무교육(교육참가일당),경상개발비,경상개발비
911,PL,경상개발비-계층교육(사내교육),경상개발비,경상개발비
