"id","bspl","detailname","resultname","resultname_old"
3822,"","","",
3823,"","","",
3824,"","","",
3825,"","","",
3826,"","","",
3827,"","","",
3828,"","","",
3829,"","","",
3830,"","","",
3831,"","","",
3832,"","","",
3833,"","","",
3834,"","","",
3835,"","","",
3836,"","","",
3837,"","","",
3838,"","","",
3839,"","","",
3840,"","","",
3841,"","","",
3842,"","","",
3843,"","","",
3844,"","","",
3845,"","","",
3846,"","","",
3847,"","","",
3848,"","","",
3849,"","","",
3850,"","","",
3851,"","","",
3852,"","","",
3853,"","","",
3854,"","","",
3855,"","","",
3856,"","","",
3857,"","","",
3858,"","","",
3859,"","","",
3860,"","","",
3861,"","","",
3862,"","","",
3863,"","","",
3864,"","","",
3865,"","","",
3866,"","","",
3867,"","","",
3868,"","","",
3869,"","","",
3870,"","","",
3871,"","","",
3872,"","","",
3873,"","","",
3874,"","","",
3875,"","","",
3876,"","","",
3877,"","","",
3878,"","","",
3879,"","","",
3880,"","","",
3881,"","","",
3882,"","","",
3883,"","","",
3884,"","","",
3885,"","","",
3886,"","","",
3887,"","","",
3888,"","","",
3889,"","","",
3890,"","","",
3891,"","","",
3892,"","","",
3893,"","","",
3894,"","","",
3895,"","","",
3896,"","","",
3897,"","","",
3898,"","","",
3899,"","","",
3900,"","","",
3901,"","","",
3902,"","","",
3903,"","","",
3904,"","","",
3905,"","","",
3906,"","","",
3907,"","","",
3908,"","","",
3909,"","","",
3910,"","","",
3911,"","","",
3912,"","","",
3913,"","","",
3914,"","","",
3915,"","","",
3916,"","","",
3917,"","","",
3918,"","","",
3919,"","","",
3920,"","","",
3921,"","","",
3922,"","","",
3923,"","","",
3924,"","","",
3925,"","","",
3926,"","","",
3927,"","","",
3928,"","","",
3929,"","","",
3930,"","","",
3931,"","","",
3932,"","","",
3933,"","","",
3934,"","","",
3935,"","","",
3936,"","","",
3937,"","","",
3938,"","","",
3939,"","","",
3940,"","","",
3941,"","","",
3942,"","","",
3943,"","","",
3944,"","","",
3945,"","","",
3946,"","","",
3947,"","","",
3948,"","","",
3949,"","","",
3950,"","","",
3951,"","","",
3952,"","","",
3953,"","","",
3954,"","","",
3955,"","","",
3956,"","","",
3957,"","","",
3958,"","","",
3959,"","","",
3960,"","","",
3961,"","","",
3962,"","","",
3963,"","","",
3964,"","","",
3965,"","","",
3966,"","","",
3967,"","","",
3968,"","","",
3969,"","","",
3970,"","","",
3971,"","","",
3972,"","","",
3973,"","","",
3974,"","","",
3975,"","","",
3976,"","","",
3977,"","","",
3978,"","","",
3979,"","","",
3980,"","","",
3981,"","","",
3982,"","","",
3983,"","","",
3984,"","","",
3985,"","","",
3986,"","","",
3987,"","","",
3988,"","","",
3989,"","","",
3990,"","","",
3991,"","","",
3992,"","","",
3993,"","","",
3994,"","","",
3995,"","","",
3996,"","","",
3997,"","","",
3998,"","","",
3999,"","","",
4000,"","","",
4001,"","","",
4002,"","","",
4003,"","","",
4004,"","","",
4005,"","","",
4006,"","","",
4007,"","","",
4008,"","","",
4009,"","","",
4010,"","","",
4011,"","","",
4012,"","","",
4013,"","","",
4014,"","","",
4015,"","","",
4016,"","","",
4017,"","","",
4018,"","","",
4019,"","","",
4020,"","","",
4021,"","","",
4022,"","","",
4023,"","","",
4024,"","","",
4025,"","","",
4026,"","","",
4027,"","","",
4028,"","","",
4029,"","","",
4030,"","","",
4031,"","","",
4032,"","","",
4033,"","","",
4034,"","","",
4035,"","","",
4036,"","","",
4037,"","","",
4038,"","","",
4039,"","","",
4040,"","","",
4041,"","","",
4042,"","","",
4043,"","","",
4044,"","","",
4045,"","","",
4046,"","","",
4047,"","","",
4048,"","","",
4049,"","","",
4050,"","","",
4051,"","","",
4052,"","","",
4053,"","","",
4054,"","","",
4055,"","","",
4056,"","","",
4057,"","","",
4058,"","","",
4059,"","","",
4060,"","","",
4061,"","","",
4062,"","","",
4063,"","","",
4064,"","","",
4065,"","","",
4066,"","","",
4067,"","","",
4068,"","","",
4069,"","","",
4070,"","","",
4071,"","","",
4072,"","","",
4073,"","","",
4074,"","","",
4075,"","","",
4076,"","","",
4077,"","","",
4078,"","","",
4079,"","","",
4080,"","","",
4081,"","","",
4082,"","","",
4083,"","","",
4084,"","","",
4085,"","","",
4086,"","","",
4087,"","","",
4088,"","","",
4089,"","","",
4090,"","","",
4091,"","","",
4092,"","","",
4093,"","","",
4094,"","","",
4095,"","","",
4096,"","","",
4097,"","","",
4098,"","","",
4099,"","","",
4100,"","","",
4101,"","","",
4102,"","","",
4103,"","","",
4104,"","","",
4105,"","","",
4106,"","","",
4107,"","","",
4108,"","","",
4109,"","","",
4110,"","","",
4111,"","","",
4112,"","","",
4113,"","","",
4114,"","","",
4115,"","","",
4116,"","","",
4117,"","","",
4118,"","","",
4119,"","","",
4120,"","","",
4121,"","","",
4122,"","","",
4123,"","","",
4124,"","","",
4125,"","","",
4126,"","","",
4127,"","","",
4128,"","","",
4129,"","","",
4130,"","","",
4131,"","","",
4132,"","","",
4133,"","","",
4134,"","","",
4135,"","","",
4136,"","","",
4137,"","","",
4138,"","","",
4139,"","","",
4140,"","","",
4141,"","","",
4142,"","","",
4143,"","","",
4144,"","","",
4145,"","","",
4146,"","","",
4147,"","","",
4148,"","","",
4149,"","","",
4150,"","","",
4151,"","","",
4152,"","","",
4153,"","","",
4154,"","","",
4155,"","","",
4156,"","","",
4157,"","","",
4158,"","","",
4159,"","","",
4160,"","","",
4161,"","","",
4162,"","","",
4163,"","","",
4164,"","","",
4165,"","","",
4166,"","","",
4167,"","","",
4168,"","","",
4169,"","","",
4170,"","","",
4171,"","","",
4172,"","","",
4173,"","","",
4174,"","","",
4175,"","","",
4176,"","","",
4177,"","","",
4178,"","","",
4179,"","","",
4180,"","","",
4181,"","","",
4182,"","","",
4183,"","","",
4184,"","","",
4185,"","","",
4186,"","","",
4187,"","","",
4188,"","","",
4189,"","","",
4190,"","","",
4191,"","","",
4192,"","","",
4193,"","","",
4194,"","","",
4195,"","","",
4196,"","","",
4197,"","","",
4198,"","","",
4199,"","","",
4200,"","","",
4201,"","","",
4202,"","","",
4203,"","","",
4204,"","","",
4205,"","","",
4206,"","","",
4207,"","","",
4208,"","","",
4209,"","","",
4210,"","","",
4211,"","","",
4212,"","","",
4213,"","","",
4214,"","","",
4215,"","","",
4216,"","","",
4217,"","","",
4218,"","","",
4219,"","","",
4220,"","","",
4221,"","","",
4222,"","","",
4223,"","","",
4224,"","","",
4225,"","","",
4226,"","","",
4227,"","","",
4228,"","","",
4229,"","","",
4230,"","","",
4231,"","","",
4232,"","","",
4233,"","","",
4234,"","","",
4235,"","","",
4236,"","","",
4237,"","","",
4238,"","","",
4239,"","","",
4240,"","","",
4241,"","","",
4242,"","","",
4243,"","","",
4244,"","","",
4245,"","","",
4246,"","","",
4247,"","","",
4248,"","","",
4249,"","","",
4250,"","","",
4251,"","","",
4252,"","","",
4253,"","","",
4254,"","","",
4255,"","","",
4256,"","","",
4257,"","","",
4258,"","","",
4259,"","","",
4260,"","","",
4261,"","","",
4262,"","","",
4263,"","","",
4264,"","","",
4265,"","","",
4266,"","","",
4267,"","","",
4268,"","","",
4269,"","","",
4270,"","","",
4271,"","","",
4272,"","","",
4273,"","","",
4274,"","","",
4275,"","","",
4276,"","","",
4277,"","","",
4278,"","","",
4279,"","","",
4280,"","","",
4281,"","","",
4282,"","","",
4283,"","","",
4284,"","","",
4285,"","","",
4286,"","","",
4287,"","","",
4288,"","","",
4289,"","","",
4290,"","","",
4291,"","","",
4292,"","","",
4293,"","","",
4294,"","","",
4295,"","","",
4296,"","","",
4297,"","","",
4298,"","","",
4299,"","","",
4300,"","","",
4301,"","","",
4302,"","","",
4303,"","","",
4304,"","","",
4305,"","","",
4306,"","","",
4307,"","","",
4308,"","","",
4309,"","","",
4310,"","","",
4311,"","","",
4312,"","","",
4313,"","","",
4314,"","","",
4315,"","","",
4316,"","","",
4317,"","","",
4318,"","","",
4319,"","","",
4320,"","","",
4321,"","","",
4322,"","","",
4323,"","","",
4324,"","","",
4325,"","","",
4326,"","","",
4327,"","","",
4328,"","","",
4329,"","","",
4330,"","","",
4331,"","","",
4332,"","","",
4333,"","","",
4334,"","","",
4335,"","","",
4336,"","","",
4337,"","","",
4338,"","","",
4339,"","","",
4340,"","","",
4341,"","","",
4342,"","","",
4343,"","","",
4344,"","","",
4345,"","","",
4346,"","","",
4347,"","","",
4348,"","","",
4349,"","","",
4350,"","","",
4351,"","","",
4352,"","","",
4353,"","","",
4354,"","","",
4355,"","","",
4356,"","","",
4357,"","","",
4358,"","","",
4359,"","","",
4360,"","","",
4361,"","","",
4362,"","","",
4363,"","","",
4364,"","","",
4365,"","","",
4366,"","","",
4367,"","","",
4368,"","","",
4369,"","","",
4370,"","","",
4371,"","","",
4372,"","","",
4373,"","","",
4374,"","","",
4375,"","","",
4376,"","","",
4377,"","","",
4378,"","","",
4379,"","","",
4380,"","","",
4381,"","","",
4382,"","","",
4383,"","","",
4384,"","","",
4385,"","","",
4386,"","","",
4387,"","","",
4388,"","","",
4389,"","","",
4390,"","","",
4391,"","","",
4392,"","","",
4393,"","","",
4394,"","","",
4395,"","","",
4396,"","","",
4397,"","","",
4398,"","","",
4399,"","","",
4400,"","","",
4401,"","","",
4402,"","","",
4403,"","","",
4404,"","","",
4405,"","","",
4406,"","","",
4407,"","","",
4408,"","","",
4409,"","","",
4410,"","","",
4411,"","","",
4412,"","","",
4413,"","","",
4414,"","","",
4415,"","","",
4416,"","","",
4417,"","","",
4418,"","","",
4419,"","","",
4420,"","","",
4421,"","","",
4422,"","","",
4423,"","","",
4424,"","","",
4425,"","","",
4426,"","","",
4427,"","","",
4428,"","","",
4429,"","","",
4430,"","","",
4431,"","","",
4432,"","","",
4433,"","","",
4434,"","","",
4435,"","","",
4436,"","","",
4437,"","","",
4438,"","","",
4439,"","","",
4440,"","","",
4441,"","","",
4442,"","","",
4443,"","","",
4444,"","","",
4445,"","","",
4446,"","","",
4447,"","","",
4448,"","","",
4449,"","","",
4450,"","","",
4451,"","","",
4452,"","","",
4453,"","","",
4454,"","","",
4455,"","","",
4456,"","","",
4457,"","","",
4458,"","","",
4459,"","","",
4460,"","","",
4461,"","","",
4462,"","","",
4463,"","","",
4464,"","","",
4465,"","","",
4466,"","","",
4467,"","","",
4468,"","","",
4469,"","","",
4470,"","","",
4471,"","","",
4472,"","","",
4473,"","","",
4474,"","","",
4475,"","","",
4476,"","","",
4477,"","","",
4478,"","","",
4479,"","","",
4480,"","","",
4481,"","","",
4482,"","","",
4483,"","","",
4484,"","","",
4485,"","","",
4486,"","","",
4487,"","","",
4488,"","","",
4489,"","","",
4490,"","","",
4491,"","","",
4492,"","","",
4493,"","","",
4494,"","","",
4495,"","","",
4496,"","","",
4497,"","","",
4498,"","","",
4499,"","","",
4500,"","","",
4501,"","","",
4502,"","","",
4503,"","","",
4504,"","","",
4505,"","","",
4506,"","","",
4507,"","","",
4508,"","","",
4509,"","","",
4510,"","","",
4511,"","","",
4512,"","","",
4513,"","","",
4514,"","","",
4515,"","","",
4516,"","","",
4517,"","","",
4518,"","","",
4519,"","","",
4520,"","","",
4521,"","","",
4522,"","","",
4523,"","","",
4524,"","","",
4525,"","","",
4526,"","","",
4527,"","","",
4528,"","","",
4529,"","","",
4530,"","","",
4531,"","","",
4532,"","","",
4533,"","","",
4534,"","","",
4535,"","","",
4536,"","","",
4537,"","","",
4538,"","","",
4539,"","","",
4540,"","","",
4541,"","","",
4542,"","","",
4543,"","","",
4544,"","","",
4545,"","","",
4546,"","","",
4547,"","","",
4548,"","","",
4549,"","","",
4550,"","","",
4551,"","","",
4552,"","","",
4553,"","","",
4554,"","","",
4555,"","","",
4556,"","","",
4557,"","","",
4558,"","","",
4559,"","","",
4560,"","","",
4561,"","","",
4562,"","","",
4563,"","","",
4564,"","","",
4565,"","","",
4566,"","","",
4567,"","","",
4568,"","","",
4569,"","","",
4570,"","","",
4571,"","","",
4572,"","","",
4573,"","","",
4574,"","","",
4575,"","","",
4576,"","","",
4577,"","","",
4578,"","","",
4579,"","","",
4580,"","","",
4581,"","","",
4582,"","","",
4583,"","","",
4584,"","","",
4585,"","","",
4586,"","","",
4587,"","","",
4588,"","","",
4589,"","","",
4590,"","","",
4591,"","","",
4592,"","","",
4593,"","","",
4594,"","","",
4595,"","","",
4596,"","","",
4597,"","","",
4598,"","","",
4599,"","","",
4600,"","","",
4601,"","","",
4602,"","","",
4603,"","","",
4604,"","","",
4605,"","","",
4606,"","","",
4607,"","","",
4608,"","","",
4609,"","","",
4610,"","","",
4611,"","","",
4612,"","","",
4613,"","","",
4614,"","","",
4615,"","","",
4616,"","","",
4617,"","","",
4618,"","","",
4619,"","","",
4620,"","","",
4621,"","","",
4622,"","","",
4623,"","","",
4624,"","","",
4625,"","","",
4626,"","","",
4627,"","","",
4628,"","","",
4629,"","","",
4630,"","","",
4631,"","","",
4632,"","","",
4633,"","","",
4634,"","","",
4635,"","","",
4636,"","","",
4637,"","","",
4638,"","","",
4639,"","","",
4640,"","","",
4641,"","","",
4642,"","","",
4643,"","","",
4644,"","","",
4645,"","","",
4646,"","","",
4647,"","","",
4648,"","","",
4649,"","","",
4650,"","","",
4651,"","","",
4652,"","","",
4653,"","","",
4654,"","","",
4655,"","","",
4656,"","","",
4657,"","","",
4658,"","","",
4659,"","","",
4660,"","","",
4661,"","","",
4662,"","","",
4663,"","","",
4664,"","","",
4665,"","","",
4666,"","","",
4667,"","","",
4668,"","","",
4669,"","","",
4670,"","","",
4671,"","","",
4672,"","","",
4673,"","","",
4674,"","","",
4675,"","","",
4676,"","","",
4677,"","","",
4678,"","","",
4679,"","","",
4680,"","","",
4681,"","","",
4682,"","","",
4683,"","","",
4684,"","","",
4685,"","","",
4686,"","","",
4687,"","","",
4688,"","","",
4689,"","","",
4690,"","","",
4691,"","","",
4692,"","","",
4693,"","","",
4694,"","","",
4695,"","","",
4696,"","","",
4697,"","","",
4698,"","","",
4699,"","","",
4700,"","","",
4701,"","","",
4702,"","","",
4703,"","","",
4704,"","","",
4705,"","","",
4706,"","","",
4707,"","","",
4708,"","","",
4709,"","","",
4710,"","","",
4711,"","","",
4712,"","","",
4713,"","","",
4714,"","","",
4715,"","","",
4716,"","","",
4717,"","","",
4718,"","","",
4719,"","","",
4720,"","","",
4721,"","","",
4722,"","","",
4723,"","","",
4724,"","","",
4725,"","","",
4726,"","","",
4727,"","","",
4728,"","","",
4729,"","","",
4730,"","","",
4731,"","","",
4732,"","","",
4733,"","","",
4734,"","","",
4735,"","","",
4736,"","","",
4737,"","","",
4738,"","","",
4739,"","","",
4740,"","","",
4741,"","","",
4742,"","","",
4743,"","","",
4744,"","","",
4745,"","","",
4746,"","","",
4747,"","","",
4748,"","","",
4749,"","","",
4750,"","","",
4751,"","","",
4752,"","","",
4753,"","","",
4754,"","","",
4755,"","","",
4756,"","","",
4757,"","","",
4758,"","","",
4759,"","","",
4760,"","","",
4761,"","","",
4762,"","","",
4763,"","","",
4764,"","","",
4765,"","","",
4766,"","","",
4767,"","","",
4768,"","","",
4769,"","","",
4770,"","","",
4771,"","","",
4772,"","","",
4773,"","","",
4774,"","","",
4775,"","","",
4776,"","","",
4777,"","","",
4778,"","","",
4779,"","","",
4780,"","","",
4781,"","","",
4782,"","","",
4783,"","","",
4784,"","","",
4785,"","","",
4786,"","","",
4787,"","","",
4788,"","","",
4789,"","","",
4790,"","","",
4791,"","","",
4792,"","","",
4793,"","","",
4794,"","","",
4795,"","","",
4796,"","","",
4797,"","","",
4798,"","","",
4799,"","","",
4800,"","","",
4801,"","","",
4802,"","","",
4803,"","","",
4804,"","","",
4805,"","","",
4806,"","","",
4807,"","","",
4808,"","","",
4809,"","","",
4810,"","","",
4811,"","","",
4812,"","","",
4813,"","","",
4814,"","","",
4815,"","","",
4816,"","","",
4817,"","","",
4818,"","","",
4819,"","","",
4820,"","","",
4821,"","","",
4822,"","","",
4823,"","","",
4824,"","","",
4825,"","","",
4826,"","","",
4827,"","","",
4828,"","","",
4829,"","","",
4830,"","","",
4831,"","","",
4832,"","","",
4833,"","","",
4834,"","","",
4835,"","","",
